filepath,label
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e5d4ffee-90c7-4a04-8fa8-61e496dfefc3___RS_GLSp 4367_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e669b168-a25c-4770-9d2b-a89e3e6c421a___RS_GLSp 4463_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e728b124-21b4-4022-aed0-3608564f6b6f___RS_GLSp 4473.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e728b124-21b4-4022-aed0-3608564f6b6f___RS_GLSp 4473_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e760af68-e885-46b4-a823-c4faf290c9d0___RS_GLSp 7299_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e83678ff-832f-45eb-b95b-766701e6c051___RS_GLSp 9285_90deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\e90fe656-399f-4863-8014-03dc30e84f8c___RS_GLSp 4326 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\eba7c3d9-7e8e-4cfc-9a84-7eb39671d480___RS_GLSp 9318.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\eca81238-4c71-4982-a1a7-80c16852c299___RS_GLSp 4467 copy_new30degFlipLR.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ed054cc0-58f1-4ca0-a369-2c04ffba43b0___RS_GLSp 4657_270deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ed2d6237-f67a-4a5b-bd44-f122388bcd80___RS_GLSp 4620 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ee8c711f-3aa3-45b8-95e4-c63f86929ab1___RS_GLSp 4444_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ef2f5fe2-b4f0-40b4-8242-e521abeb812e___RS_GLSp 9288_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ef8386a2-a2ca-4571-8880-5eaf3c073725___RS_GLSp 4641_90deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\efab43d9-e45a-4ad2-ac72-2f4c51253d90___RS_GLSp 4438_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f0519795-ad80-4e8c-9b03-71843202c86e___RS_GLSp 7284.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f19f6395-fe3b-427f-b888-49326cafe697___RS_GLSp 4329_90deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f421d03e-750a-4423-bf6f-c1ac48795f8d___RS_GLSp 4642_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f435553d-4d3b-48a8-b13e-7639d330a001___RS_GLSp 4447_90deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f4f3369b-f1e7-4d82-a504-f9ce40d7a997___RS_GLSp 4694_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f5eb9c66-7174-4f62-8261-7c7520601824___RS_GLSp 9342_270deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f8101df7-db23-4241-9362-a00396806364___RS_GLSp 4336_new30degFlipLR.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f8c850bb-1c2e-4340-8f00-bda707afcfa6___RS_GLSp 4451_270deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\fa0d690b-b3ae-4ddd-b09d-ca8608233a1a___RS_GLSp 4629_90deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\fadf58aa-98fd-402a-8fdc-d06e250ec265___RS_GLSp 4557_90deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\fbcc9f67-8f83-4262-b7a6-26bf59d5fefb___RS_GLSp 4424_270deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\fcf73483-d84f-4278-9ef7-5a715c73c8e1___RS_GLSp 4408 copy_90deg.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\fe34beba-a661-4164-ace3-4660d8e39c4f___RS_GLSp 4499_90deg.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ff4e775c-b6cb-455d-b4c9-b635025078c2___RS_GLSp 4562.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ff619f22-b7a3-422f-a410-6c7b244738f2___RS_GLSp 4615.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1567_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1571_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1577.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1578_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1579_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1582.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1587.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1594_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1597.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1600_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1605.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1619.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1623.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1624_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1627.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1628.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1629_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1630_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1641_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1646.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1648_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1649.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1650.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1661.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1662.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1664.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1670_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1673_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1678_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1679.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1687_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1693_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1695.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1697_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1698.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1698_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1699.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1713_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1717.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1725_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1726.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1726_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1728.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1731.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1736.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1737.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1737_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1741.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1744_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1749_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1751_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1757_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1764.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1767_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1771.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1776_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1778.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1789_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1790_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1799_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1804.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1811_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1814_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1818_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1826_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1843.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1844.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1848.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1849.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1852.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1853.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1854_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1855_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1857.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1871_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1873.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1874_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1883_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1896.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1906_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1909_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1912.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1916.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1927.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1933.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1935_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1936.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1942_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1943.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1954.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1966.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1970.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1980_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1986.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1993.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 1996_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2002.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2012_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2018.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2021_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2027_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2038_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2040_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2047_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2053_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2056.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2062.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2066_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2073_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2077_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2081.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2088_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2089_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2102.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2107.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2126.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2130_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2132.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2135.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2141_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2144_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2145_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2152.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2156.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2156_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2159_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2189_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2191_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2194_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2205.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2212_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2214.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2215_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2219.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2223.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2226.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2228_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2229_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2230.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2231.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2234_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2237.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2241_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2247.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2258_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2259_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2262_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2265.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2265_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2266_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2267.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2272_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2273_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2274.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2275.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2281.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2282.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2289_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2296.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2296_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2299.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2301.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2307.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2317_flipLR.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2320.JPG,Corn_(maize)___Common_rust_
D:/Final_project_data/Train\Corn_(maize)___Common_rust_\RS_Rust 2320_flipLR.JPG,Corn_(maize)___Common_rust_
